FECHA_INGRESO,edo,RESULTADO
2020-05-06,YUCATÁN,34
2020-05-06,ZACATECAS,11
2020-05-07,AGUASCALIENTES,24
2020-05-07,BAJA CALIFORNIA,123
2020-05-07,BAJA CALIFORNIA SUR,11
2020-05-07,CAMPECHE,11
2020-05-07,CHIAPAS,34
2020-05-07,CHIHUAHUA,64
2020-05-07,CIUDAD DE MÉXICO,704
2020-05-07,COAHUILA DE ZARAGOZA,23
2020-05-07,COLIMA,1
2020-05-07,DURANGO,11
2020-05-07,GUANAJUATO,37
2020-05-07,GUERRERO,41
2020-05-07,HIDALGO,37
2020-05-07,JALISCO,49
2020-05-07,MICHOACÁN DE OCAMPO,29
2020-05-07,MORELOS,48
2020-05-07,MÉXICO,437
2020-05-07,NAYARIT,15
2020-05-07,NUEVO LEÓN,24
2020-05-07,OAXACA,24
2020-05-07,PUEBLA,63
2020-05-07,QUERÉTARO,14
2020-05-07,QUINTANA ROO,39
2020-05-07,SAN LUIS POTOSÍ,13
2020-05-07,SINALOA,64
2020-05-07,SONORA,44
2020-05-07,TABASCO,104
2020-05-07,TAMAULIPAS,45
2020-05-07,TLAXCALA,17
2020-05-07,VERACRUZ DE IGNACIO DE LA LLAVE,120
2020-05-07,YUCATÁN,37
2020-05-07,ZACATECAS,9
2020-05-08,AGUASCALIENTES,14
2020-05-08,BAJA CALIFORNIA,142
2020-05-08,BAJA CALIFORNIA SUR,9
2020-05-08,CAMPECHE,14
2020-05-08,CHIAPAS,34
2020-05-08,CHIHUAHUA,57
2020-05-08,CIUDAD DE MÉXICO,788
2020-05-08,COAHUILA DE ZARAGOZA,18
2020-05-08,COLIMA,2
2020-05-08,DURANGO,10
2020-05-08,GUANAJUATO,43
2020-05-08,GUERRERO,40
2020-05-08,HIDALGO,34
2020-05-08,JALISCO,26
2020-05-08,MICHOACÁN DE OCAMPO,43
2020-05-08,MORELOS,42
2020-05-08,MÉXICO,425
2020-05-08,NAYARIT,6
2020-05-08,NUEVO LEÓN,29
2020-05-08,OAXACA,23
2020-05-08,PUEBLA,45
2020-05-08,QUERÉTARO,26
2020-05-08,QUINTANA ROO,26
2020-05-08,SAN LUIS POTOSÍ,26
2020-05-08,SINALOA,59
2020-05-08,SONORA,58
2020-05-08,TABASCO,81
2020-05-08,TAMAULIPAS,33
2020-05-08,TLAXCALA,20
2020-05-08,VERACRUZ DE IGNACIO DE LA LLAVE,104
2020-05-08,YUCATÁN,36
2020-05-08,ZACATECAS,9
2020-05-09,BAJA CALIFORNIA,75
2020-05-09,BAJA CALIFORNIA SUR,6
2020-05-09,CAMPECHE,14
2020-05-09,CHIAPAS,23
2020-05-09,CHIHUAHUA,44
2020-05-09,CIUDAD DE MÉXICO,392
2020-05-09,COAHUILA DE ZARAGOZA,9
2020-05-09,COLIMA,3
2020-05-09,DURANGO,2
2020-05-09,GUANAJUATO,26
2020-05-09,GUERRERO,36
2020-05-09,HIDALGO,24
2020-05-09,JALISCO,28
2020-05-09,MICHOACÁN DE OCAMPO,45
2020-05-09,MORELOS,27
2020-05-09,MÉXICO,256
2020-05-09,NAYARIT,7
2020-05-09,NUEVO LEÓN,27
2020-05-09,OAXACA,15
2020-05-09,PUEBLA,47
2020-05-09,QUERÉTARO,26
2020-05-09,QUINTANA ROO,19
2020-05-09,SAN LUIS POTOSÍ,12
2020-05-09,SINALOA,52
2020-05-09,SONORA,53
2020-05-09,TABASCO,53
2020-05-09,TAMAULIPAS,28
2020-05-09,TLAXCALA,20
2020-05-09,VERACRUZ DE IGNACIO DE LA LLAVE,79
2020-05-09,YUCATÁN,19
2020-05-09,ZACATECAS,4
2020-05-10,AGUASCALIENTES,4
2020-05-10,BAJA CALIFORNIA,69
2020-05-10,BAJA CALIFORNIA SUR,10
2020-05-10,CAMPECHE,7
2020-05-10,CHIAPAS,21
2020-05-10,CHIHUAHUA,52
2020-05-10,CIUDAD DE MÉXICO,354
2020-05-10,COAHUILA DE ZARAGOZA,15
2020-05-10,COLIMA,1
2020-05-10,DURANGO,1
2020-05-10,GUANAJUATO,23
2020-05-10,GUERRERO,33
2020-05-10,HIDALGO,25
2020-05-10,JALISCO,22
2020-05-10,MICHOACÁN DE OCAMPO,25
2020-05-10,MORELOS,30
2020-05-10,MÉXICO,245
2020-05-10,NAYARIT,9
2020-05-10,NUEVO LEÓN,21
2020-05-10,OAXACA,28
2020-05-10,PUEBLA,36
2020-05-10,QUERÉTARO,19
2020-05-10,QUINTANA ROO,22
2020-05-10,SAN LUIS POTOSÍ,19
2020-05-10,SINALOA,40
2020-05-10,SONORA,29
2020-05-10,TABASCO,65
2020-05-10,TAMAULIPAS,22
2020-05-10,TLAXCALA,16
2020-05-10,VERACRUZ DE IGNACIO DE LA LLAVE,70
2020-05-10,YUCATÁN,27
2020-05-10,ZACATECAS,2
2020-05-11,AGUASCALIENTES,11
2020-05-11,BAJA CALIFORNIA,130
2020-05-11,BAJA CALIFORNIA SUR,7
2020-05-11,CAMPECHE,24
2020-05-11,CHIAPAS,32
2020-05-11,CHIHUAHUA,71
2020-05-11,CIUDAD DE MÉXICO,796
2020-05-11,COAHUILA DE ZARAGOZA,29
2020-05-11,COLIMA,2
2020-05-11,DURANGO,6
2020-05-11,GUANAJUATO,41
2020-05-11,GUERRERO,48
2020-05-11,HIDALGO,52
2020-05-11,JALISCO,49
2020-05-11,MICHOACÁN DE OCAMPO,69
2020-05-11,MORELOS,61
2020-05-11,MÉXICO,570
2020-05-11,NAYARIT,20
2020-05-11,NUEVO LEÓN,42
2020-05-11,OAXACA,54
2020-05-11,PUEBLA,71
2020-05-11,QUERÉTARO,47
2020-05-11,QUINTANA ROO,44
2020-05-11,SAN LUIS POTOSÍ,32
2020-05-11,SINALOA,69
2020-05-11,SONORA,81
2020-05-11,TABASCO,115
2020-05-11,TAMAULIPAS,42
2020-05-11,TLAXCALA,36
2020-05-11,VERACRUZ DE IGNACIO DE LA LLAVE,139
2020-05-11,YUCATÁN,45
2020-05-11,ZACATECAS,10
2020-05-12,AGUASCALIENTES,43
2020-05-12,BAJA CALIFORNIA,125
2020-05-12,BAJA CALIFORNIA SUR,16
2020-05-12,CAMPECHE,20
2020-05-12,CHIAPAS,46
2020-05-12,CHIHUAHUA,52
2020-05-12,CIUDAD DE MÉXICO,802
2020-05-12,COAHUILA DE ZARAGOZA,30
2020-05-12,COLIMA,6
2020-05-12,DURANGO,11
2020-05-12,GUANAJUATO,53
2020-05-12,GUERRERO,59
2020-05-12,HIDALGO,56
2020-05-12,JALISCO,39
2020-05-12,MICHOACÁN DE OCAMPO,58
2020-05-12,MORELOS,55
2020-05-12,MÉXICO,533
2020-05-12,NAYARIT,18
2020-05-12,NUEVO LEÓN,36
2020-05-12,OAXACA,66
2020-05-12,PUEBLA,72
2020-05-12,QUERÉTARO,34
2020-05-12,QUINTANA ROO,37
2020-05-12,SAN LUIS POTOSÍ,23
2020-05-12,SINALOA,85
2020-05-12,SONORA,76
2020-05-12,TABASCO,87
2020-05-12,TAMAULIPAS,50
2020-05-12,TLAXCALA,36
2020-05-12,VERACRUZ DE IGNACIO DE LA LLAVE,125
2020-05-12,YUCATÁN,52
2020-05-12,ZACATECAS,3
2020-05-13,AGUASCALIENTES,14
2020-05-13,BAJA CALIFORNIA,126
2020-05-13,BAJA CALIFORNIA SUR,13
2020-05-13,CAMPECHE,16
2020-05-13,CHIAPAS,67
2020-05-13,CHIHUAHUA,80
2020-05-13,CIUDAD DE MÉXICO,879
2020-05-13,COAHUILA DE ZARAGOZA,17
2020-05-13,COLIMA,4
2020-05-13,DURANGO,10
2020-05-13,GUANAJUATO,41
2020-05-13,GUERRERO,48
2020-05-13,HIDALGO,45
2020-05-13,JALISCO,29
2020-05-13,MICHOACÁN DE OCAMPO,101
2020-05-13,MORELOS,59
2020-05-13,MÉXICO,579
2020-05-13,NAYARIT,15
2020-05-13,NUEVO LEÓN,67
2020-05-13,OAXACA,69
2020-05-13,PUEBLA,90
2020-05-13,QUERÉTARO,29
2020-05-13,QUINTANA ROO,27
2020-05-13,SAN LUIS POTOSÍ,25
2020-05-13,SINALOA,77
2020-05-13,SONORA,113
2020-05-13,TABASCO,116
2020-05-13,TAMAULIPAS,40
2020-05-13,TLAXCALA,40
2020-05-13,VERACRUZ DE IGNACIO DE LA LLAVE,133
2020-05-13,YUCATÁN,59
2020-05-13,ZACATECAS,8
2020-05-14,AGUASCALIENTES,23
2020-05-14,BAJA CALIFORNIA,113
2020-05-14,BAJA CALIFORNIA SUR,8
2020-05-14,CAMPECHE,12
2020-05-14,CHIAPAS,66
2020-05-14,CHIHUAHUA,76
2020-05-14,CIUDAD DE MÉXICO,792
2020-05-14,COAHUILA DE ZARAGOZA,32
2020-05-14,COLIMA,12
2020-05-14,DURANGO,12
2020-05-14,GUANAJUATO,51
2020-05-14,GUERRERO,71
2020-05-14,HIDALGO,67
2020-05-14,JALISCO,57
2020-05-14,MICHOACÁN DE OCAMPO,77
2020-05-14,MORELOS,42
2020-05-14,MÉXICO,518
2020-05-14,NAYARIT,19
2020-05-14,NUEVO LEÓN,38
2020-05-14,OAXACA,66
2020-05-14,PUEBLA,106
2020-05-14,QUERÉTARO,41
2020-05-14,QUINTANA ROO,39
2020-05-14,SAN LUIS POTOSÍ,34
2020-05-14,SINALOA,98
2020-05-14,SONORA,86
2020-05-14,TABASCO,127
2020-05-14,TAMAULIPAS,37
2020-05-14,TLAXCALA,21
2020-05-14,VERACRUZ DE IGNACIO DE LA LLAVE,169
2020-05-14,YUCATÁN,58
2020-05-14,ZACATECAS,13
2020-05-15,AGUASCALIENTES,27
2020-05-15,BAJA CALIFORNIA,145
2020-05-15,BAJA CALIFORNIA SUR,5
2020-05-15,CAMPECHE,15
2020-05-15,CHIAPAS,82
2020-05-15,CHIHUAHUA,62
2020-05-15,CIUDAD DE MÉXICO,923
2020-05-15,COAHUILA DE ZARAGOZA,35
2020-05-15,COLIMA,4
2020-05-15,DURANGO,16
2020-05-15,GUANAJUATO,36
2020-05-15,GUERRERO,59
2020-05-15,HIDALGO,80
2020-05-15,JALISCO,64
2020-05-15,MICHOACÁN DE OCAMPO,103
2020-05-15,MORELOS,53
2020-05-15,MÉXICO,605
2020-05-15,NAYARIT,17
2020-05-15,NUEVO LEÓN,76
2020-05-15,OAXACA,79
2020-05-15,PUEBLA,104
2020-05-15,QUERÉTARO,49
2020-05-15,QUINTANA ROO,21
2020-05-15,SAN LUIS POTOSÍ,28
2020-05-15,SINALOA,96
2020-05-15,SONORA,108
2020-05-15,TABASCO,145
2020-05-15,TAMAULIPAS,65
2020-05-15,TLAXCALA,37
2020-05-15,VERACRUZ DE IGNACIO DE LA LLAVE,194
2020-05-15,YUCATÁN,42
2020-05-15,ZACATECAS,8
2020-05-16,AGUASCALIENTES,3
2020-05-16,BAJA CALIFORNIA,70
2020-05-16,BAJA CALIFORNIA SUR,11
2020-05-16,CAMPECHE,15
2020-05-16,CHIAPAS,40
2020-05-16,CHIHUAHUA,54
2020-05-16,CIUDAD DE MÉXICO,586
2020-05-16,COAHUILA DE ZARAGOZA,17
2020-05-16,COLIMA,3
2020-05-16,DURANGO,3
2020-05-16,GUANAJUATO,33
2020-05-16,GUERRERO,51
2020-05-16,HIDALGO,54
2020-05-16,JALISCO,17
2020-05-16,MICHOACÁN DE OCAMPO,43
2020-05-16,MORELOS,27
2020-05-16,MÉXICO,355
2020-05-16,NAYARIT,3
2020-05-16,NUEVO LEÓN,30
2020-05-16,OAXACA,64
2020-05-16,PUEBLA,78
2020-05-16,QUERÉTARO,28
2020-05-16,QUINTANA ROO,18
2020-05-16,SAN LUIS POTOSÍ,25
2020-05-16,SINALOA,67
2020-05-16,SONORA,68
2020-05-16,TABASCO,86
2020-05-16,TAMAULIPAS,48
2020-05-16,TLAXCALA,29
2020-05-16,VERACRUZ DE IGNACIO DE LA LLAVE,132
2020-05-16,YUCATÁN,32
2020-05-16,ZACATECAS,3
2020-05-17,AGUASCALIENTES,7
2020-05-17,BAJA CALIFORNIA,72
2020-05-17,BAJA CALIFORNIA SUR,3
2020-05-17,CAMPECHE,15
2020-05-17,CHIAPAS,34
2020-05-17,CHIHUAHUA,54
2020-05-17,CIUDAD DE MÉXICO,360
2020-05-17,COAHUILA DE ZARAGOZA,12
2020-05-17,COLIMA,5
2020-05-17,DURANGO,8
2020-05-17,GUANAJUATO,20
2020-05-17,GUERRERO,41
2020-05-17,HIDALGO,26
2020-05-17,JALISCO,31
2020-05-17,MICHOACÁN DE OCAMPO,27
2020-05-17,MORELOS,25
2020-05-17,MÉXICO,313
2020-05-17,NAYARIT,6
2020-05-17,NUEVO LEÓN,11
2020-05-17,OAXACA,18
2020-05-17,PUEBLA,66
2020-05-17,QUERÉTARO,17
2020-05-17,QUINTANA ROO,13
2020-05-17,SAN LUIS POTOSÍ,15
2020-05-17,SINALOA,64
2020-05-17,SONORA,62
2020-05-17,TABASCO,81
2020-05-17,TAMAULIPAS,17
2020-05-17,TLAXCALA,25
2020-05-17,VERACRUZ DE IGNACIO DE LA LLAVE,87
2020-05-17,YUCATÁN,49
2020-05-17,ZACATECAS,3
2020-05-18,AGUASCALIENTES,36
2020-05-18,BAJA CALIFORNIA,215
2020-05-18,BAJA CALIFORNIA SUR,11
2020-05-18,CAMPECHE,17
2020-05-18,CHIAPAS,93
2020-05-18,CHIHUAHUA,84
2020-05-18,CIUDAD DE MÉXICO,1059
2020-05-18,COAHUILA DE ZARAGOZA,61
2020-05-18,COLIMA,7
2020-05-18,DURANGO,15
2020-05-18,GUANAJUATO,54
2020-05-18,GUERRERO,128
2020-05-18,HIDALGO,80
2020-05-18,JALISCO,55
2020-05-18,MICHOACÁN DE OCAMPO,67
2020-05-18,MORELOS,47
2020-05-18,MÉXICO,689
2020-05-18,NAYARIT,18
2020-05-18,NUEVO LEÓN,46
2020-05-18,OAXACA,122
2020-05-18,PUEBLA,129
2020-05-18,QUERÉTARO,47
2020-05-18,QUINTANA ROO,44
2020-05-18,SAN LUIS POTOSÍ,34
2020-05-18,SINALOA,139
2020-05-18,SONORA,172
2020-05-18,TABASCO,122
2020-05-18,TAMAULIPAS,64
2020-05-18,TLAXCALA,42
2020-05-18,VERACRUZ DE IGNACIO DE LA LLAVE,165
2020-05-18,YUCATÁN,54
2020-05-18,ZACATECAS,6
2020-05-19,AGUASCALIENTES,20
2020-05-19,BAJA CALIFORNIA,155
2020-05-19,BAJA CALIFORNIA SUR,15
2020-05-19,CAMPECHE,21
2020-05-19,CHIAPAS,65
2020-05-19,CHIHUAHUA,68
2020-05-19,CIUDAD DE MÉXICO,1001
2020-05-19,COAHUILA DE ZARAGOZA,48
2020-05-19,COLIMA,7
2020-05-19,DURANGO,7
2020-05-19,GUANAJUATO,69
2020-05-19,GUERRERO,110
2020-05-19,HIDALGO,70
2020-05-19,JALISCO,72
2020-05-19,MICHOACÁN DE OCAMPO,66
2020-05-19,MORELOS,54
2020-05-19,MÉXICO,572
2020-05-19,NAYARIT,24
2020-05-19,NUEVO LEÓN,39
2020-05-19,OAXACA,74
2020-05-19,PUEBLA,126
2020-05-19,QUERÉTARO,61
2020-05-19,QUINTANA ROO,34
2020-05-19,SAN LUIS POTOSÍ,26
2020-05-19,SINALOA,102
2020-05-19,SONORA,156
2020-05-19,TABASCO,106
2020-05-19,TAMAULIPAS,50
2020-05-19,TLAXCALA,50
2020-05-19,VERACRUZ DE IGNACIO DE LA LLAVE,155
2020-05-19,YUCATÁN,52
2020-05-20,AGUASCALIENTES,27
2020-05-20,BAJA CALIFORNIA,170
2020-05-20,BAJA CALIFORNIA SUR,17
2020-05-20,CAMPECHE,24
2020-05-20,CHIAPAS,74
2020-05-20,CHIHUAHUA,67
2020-05-20,CIUDAD DE MÉXICO,1022
2020-05-20,COAHUILA DE ZARAGOZA,42
2020-05-20,COLIMA,8
2020-05-20,DURANGO,23
2020-05-20,GUANAJUATO,58
2020-05-20,GUERRERO,142
2020-05-20,HIDALGO,77
2020-05-20,JALISCO,59
2020-05-20,MICHOACÁN DE OCAMPO,101
2020-05-20,MORELOS,46
2020-05-20,MÉXICO,613
2020-05-20,NAYARIT,17
2020-05-20,NUEVO LEÓN,61
2020-05-20,OAXACA,76
2020-05-20,PUEBLA,118
2020-05-20,QUERÉTARO,42
2020-05-20,QUINTANA ROO,44
2020-05-20,SAN LUIS POTOSÍ,39
2020-05-20,SINALOA,122
2020-05-20,SONORA,151
2020-05-20,TABASCO,162
2020-05-20,TAMAULIPAS,69
2020-05-20,TLAXCALA,42
2020-05-20,VERACRUZ DE IGNACIO DE LA LLAVE,182
2020-05-20,YUCATÁN,57
2020-05-20,ZACATECAS,15
2020-05-21,AGUASCALIENTES,30
2020-05-21,BAJA CALIFORNIA,228
2020-05-21,BAJA CALIFORNIA SUR,8
2020-05-21,CAMPECHE,16
2020-05-21,CHIAPAS,105
2020-05-21,CHIHUAHUA,88
2020-05-21,CIUDAD DE MÉXICO,942
2020-05-21,COAHUILA DE ZARAGOZA,64
2020-05-21,COLIMA,4
2020-05-21,DURANGO,20
2020-05-21,GUANAJUATO,62
2020-05-21,GUERRERO,141
2020-05-21,HIDALGO,92
2020-05-21,JALISCO,61
2020-05-21,MICHOACÁN DE OCAMPO,79
2020-05-21,MORELOS,51
2020-05-21,MÉXICO,648
2020-05-21,NAYARIT,19
2020-05-21,NUEVO LEÓN,34
2020-05-21,OAXACA,101
2020-05-21,PUEBLA,143
2020-05-21,QUERÉTARO,37
2020-05-21,QUINTANA ROO,41
2020-05-21,SAN LUIS POTOSÍ,37
2020-05-21,SINALOA,116
2020-05-21,SONORA,178
2020-05-21,TABASCO,142
2020-05-21,TAMAULIPAS,71
2020-05-21,TLAXCALA,50
2020-05-21,VERACRUZ DE IGNACIO DE LA LLAVE,174
2020-05-21,YUCATÁN,71
2020-05-21,ZACATECAS,5
2020-05-22,AGUASCALIENTES,24
2020-05-22,BAJA CALIFORNIA,208
2020-05-22,BAJA CALIFORNIA SUR,15
2020-05-22,CAMPECHE,25
2020-05-22,CHIAPAS,99
2020-05-22,CHIHUAHUA,67
2020-05-22,CIUDAD DE MÉXICO,892
2020-05-22,COAHUILA DE ZARAGOZA,45
2020-05-22,COLIMA,7
2020-05-22,DURANGO,23
2020-05-22,GUANAJUATO,56
2020-05-22,GUERRERO,131
2020-05-22,HIDALGO,80
2020-05-22,JALISCO,73
2020-05-22,MICHOACÁN DE OCAMPO,95
2020-05-22,MORELOS,62
2020-05-22,MÉXICO,686
2020-05-22,NAYARIT,26
2020-05-22,NUEVO LEÓN,50
2020-05-22,OAXACA,82
2020-05-22,PUEBLA,171
2020-05-22,QUERÉTARO,35
2020-05-22,QUINTANA ROO,44
2020-05-22,SAN LUIS POTOSÍ,55
2020-05-22,SINALOA,143
2020-05-22,SONORA,156
2020-05-22,TABASCO,139
2020-05-22,TAMAULIPAS,88
2020-05-22,TLAXCALA,44
2020-05-22,VERACRUZ DE IGNACIO DE LA LLAVE,176
2020-05-22,YUCATÁN,62
2020-05-22,ZACATECAS,9
2020-05-23,AGUASCALIENTES,17
2020-05-23,BAJA CALIFORNIA,66
2020-05-23,BAJA CALIFORNIA SUR,7
2020-05-23,CAMPECHE,17
2020-05-23,CHIAPAS,56
2020-05-23,CHIHUAHUA,63
2020-05-23,CIUDAD DE MÉXICO,462
2020-05-23,COAHUILA DE ZARAGOZA,35
2020-05-23,COLIMA,4
2020-05-23,DURANGO,5
2020-05-23,GUANAJUATO,52
2020-05-23,GUERRERO,66
2020-05-23,HIDALGO,52
2020-05-23,JALISCO,41
2020-05-23,MICHOACÁN DE OCAMPO,21
2020-05-23,MORELOS,25
2020-05-23,MÉXICO,315
2020-05-23,NAYARIT,13
2020-05-23,NUEVO LEÓN,35
2020-05-23,OAXACA,83
2020-05-23,PUEBLA,146
2020-05-23,QUERÉTARO,22
2020-05-23,QUINTANA ROO,38
2020-05-23,SAN LUIS POTOSÍ,20
2020-05-23,SINALOA,60
2020-05-23,SONORA,134
2020-05-23,TABASCO,97
2020-05-23,TAMAULIPAS,71
2020-05-23,TLAXCALA,28
2020-05-23,VERACRUZ DE IGNACIO DE LA LLAVE,115
2020-05-23,YUCATÁN,34
2020-05-23,ZACATECAS,11
2020-05-24,AGUASCALIENTES,8
2020-05-24,BAJA CALIFORNIA,79
2020-05-24,BAJA CALIFORNIA SUR,9
2020-05-24,CAMPECHE,14
2020-05-24,CHIAPAS,50
2020-05-24,CHIHUAHUA,30
2020-05-24,CIUDAD DE MÉXICO,332
2020-05-24,COAHUILA DE ZARAGOZA,17
2020-05-24,COLIMA,7
2020-05-24,DURANGO,15
2020-05-24,GUANAJUATO,20
2020-05-24,GUERRERO,71
2020-05-24,HIDALGO,40
2020-05-24,JALISCO,38
2020-05-24,MICHOACÁN DE OCAMPO,35
2020-05-24,MORELOS,21
2020-05-24,MÉXICO,348
2020-05-24,NAYARIT,8
2020-05-24,NUEVO LEÓN,26
2020-05-24,OAXACA,37
2020-05-24,PUEBLA,80
2020-05-24,QUERÉTARO,12
2020-05-24,QUINTANA ROO,25
2020-05-24,SAN LUIS POTOSÍ,21
2020-05-24,SINALOA,80
2020-05-24,SONORA,108
2020-05-24,TABASCO,83
2020-05-24,TAMAULIPAS,35
2020-05-24,TLAXCALA,16
2020-05-24,VERACRUZ DE IGNACIO DE LA LLAVE,105
2020-05-24,YUCATÁN,30
2020-05-24,ZACATECAS,6
2020-05-25,AGUASCALIENTES,39
2020-05-25,BAJA CALIFORNIA,136
2020-05-25,BAJA CALIFORNIA SUR,16
2020-05-25,CAMPECHE,33
2020-05-25,CHIAPAS,146
2020-05-25,CHIHUAHUA,79
2020-05-25,CIUDAD DE MÉXICO,1009
2020-05-25,COAHUILA DE ZARAGOZA,51
2020-05-25,COLIMA,7
2020-05-25,DURANGO,27
2020-05-25,GUANAJUATO,119
2020-05-25,GUERRERO,136
2020-05-25,HIDALGO,88
2020-05-25,JALISCO,92
2020-05-25,MICHOACÁN DE OCAMPO,120
2020-05-25,MORELOS,68
2020-05-25,MÉXICO,798
2020-05-25,NAYARIT,19
2020-05-25,NUEVO LEÓN,81
2020-05-25,OAXACA,102
2020-05-25,PUEBLA,165
2020-05-25,QUERÉTARO,52
2020-05-25,QUINTANA ROO,49
2020-05-25,SAN LUIS POTOSÍ,49
2020-05-25,SINALOA,169
2020-05-25,SONORA,234
2020-05-25,TABASCO,175
2020-05-25,TAMAULIPAS,115
2020-05-25,TLAXCALA,59
2020-05-25,VERACRUZ DE IGNACIO DE LA LLAVE,212
2020-05-25,YUCATÁN,53
2020-05-25,ZACATECAS,11
2020-05-26,AGUASCALIENTES,39
2020-05-26,BAJA CALIFORNIA,134
2020-05-26,BAJA CALIFORNIA SUR,14
2020-05-26,CAMPECHE,35
2020-05-26,CHIAPAS,132
2020-05-26,CHIHUAHUA,60
2020-05-26,CIUDAD DE MÉXICO,892
2020-05-26,COAHUILA DE ZARAGOZA,54
2020-05-26,COLIMA,7
2020-05-26,DURANGO,21
2020-05-26,GUANAJUATO,97
2020-05-26,GUERRERO,118
2020-05-26,HIDALGO,71
2020-05-26,JALISCO,129
2020-05-26,MICHOACÁN DE OCAMPO,101
2020-05-26,MORELOS,75
2020-05-26,MÉXICO,686
2020-05-26,NAYARIT,29
2020-05-26,NUEVO LEÓN,117
2020-05-26,OAXACA,80
2020-05-26,PUEBLA,159
2020-05-26,QUERÉTARO,38
2020-05-26,QUINTANA ROO,33
2020-05-26,SAN LUIS POTOSÍ,39
2020-05-26,SINALOA,182
2020-05-26,SONORA,285
2020-05-26,TABASCO,198
2020-05-26,TAMAULIPAS,116
2020-05-26,TLAXCALA,37
2020-05-26,VERACRUZ DE IGNACIO DE LA LLAVE,197
2020-05-26,YUCATÁN,57
2020-05-26,ZACATECAS,12
2020-05-27,AGUASCALIENTES,36
2020-05-27,BAJA CALIFORNIA,127
2020-05-27,BAJA CALIFORNIA SUR,22
2020-05-27,CAMPECHE,31
2020-05-27,CHIAPAS,125
2020-05-27,CHIHUAHUA,57
2020-05-27,CIUDAD DE MÉXICO,968
2020-05-27,COAHUILA DE ZARAGOZA,69
2020-05-27,COLIMA,4
2020-05-27,DURANGO,28
2020-05-27,GUANAJUATO,107
2020-05-27,GUERRERO,121
2020-05-27,HIDALGO,80
2020-05-27,JALISCO,139
2020-05-27,MICHOACÁN DE OCAMPO,90
2020-05-27,MORELOS,38
2020-05-27,MÉXICO,761
2020-05-27,NAYARIT,35
2020-05-27,NUEVO LEÓN,69
2020-05-27,OAXACA,92
2020-05-27,PUEBLA,191
2020-05-27,QUERÉTARO,36
2020-05-27,QUINTANA ROO,42
2020-05-27,SAN LUIS POTOSÍ,59
2020-05-27,SINALOA,191
2020-05-27,SONORA,237
2020-05-27,TABASCO,224
2020-05-27,TAMAULIPAS,107
2020-05-27,TLAXCALA,39
2020-05-27,VERACRUZ DE IGNACIO DE LA LLAVE,185
2020-05-27,YUCATÁN,61
2020-05-27,ZACATECAS,4
2020-05-28,AGUASCALIENTES,45
2020-05-28,BAJA CALIFORNIA,118
2020-05-28,BAJA CALIFORNIA SUR,18
2020-05-28,CAMPECHE,29
2020-05-28,CHIAPAS,142
2020-05-28,CHIHUAHUA,49
2020-05-28,CIUDAD DE MÉXICO,824
2020-05-28,COAHUILA DE ZARAGOZA,54
2020-05-28,COLIMA,7
2020-05-28,DURANGO,23
2020-05-28,GUANAJUATO,141
2020-05-28,GUERRERO,114
2020-05-28,HIDALGO,93
2020-05-28,JALISCO,122
2020-05-28,MICHOACÁN DE OCAMPO,112
2020-05-28,MORELOS,61
2020-05-28,MÉXICO,684
2020-05-28,NAYARIT,33
2020-05-28,NUEVO LEÓN,63
2020-05-28,OAXACA,127
2020-05-28,PUEBLA,163
2020-05-28,QUERÉTARO,31
2020-05-28,QUINTANA ROO,44
2020-05-28,SAN LUIS POTOSÍ,38
2020-05-28,SINALOA,159
2020-05-28,SONORA,267
2020-05-28,TABASCO,222
2020-05-28,TAMAULIPAS,66
2020-05-28,TLAXCALA,45
2020-05-28,VERACRUZ DE IGNACIO DE LA LLAVE,178
2020-05-28,YUCATÁN,60
2020-05-28,ZACATECAS,7
2020-05-29,AGUASCALIENTES,42
2020-05-29,BAJA CALIFORNIA,115
2020-05-29,BAJA CALIFORNIA SUR,22
2020-05-29,CAMPECHE,20
2020-05-29,CHIAPAS,126
2020-05-29,CHIHUAHUA,78
2020-05-29,CIUDAD DE MÉXICO,904
2020-05-29,COAHUILA DE ZARAGOZA,89
2020-05-29,COLIMA,8
2020-05-29,DURANGO,33
2020-05-29,GUANAJUATO,144
2020-05-29,GUERRERO,98
2020-05-29,HIDALGO,73
2020-05-29,JALISCO,164
2020-05-29,MICHOACÁN DE OCAMPO,129
2020-05-29,MORELOS,51
2020-05-29,MÉXICO,692
2020-05-29,NAYARIT,30
2020-05-29,NUEVO LEÓN,68
2020-05-29,OAXACA,122
2020-05-29,PUEBLA,149
2020-05-29,QUERÉTARO,37
2020-05-29,QUINTANA ROO,46
2020-05-29,SAN LUIS POTOSÍ,51
2020-05-29,SINALOA,181
2020-05-29,SONORA,217
2020-05-29,TABASCO,171
2020-05-29,TAMAULIPAS,96
2020-05-29,TLAXCALA,45
2020-05-29,VERACRUZ DE IGNACIO DE LA LLAVE,188
2020-05-29,YUCATÁN,46
2020-05-29,ZACATECAS,15
2020-05-30,AGUASCALIENTES,15
2020-05-30,BAJA CALIFORNIA,84
2020-05-30,BAJA CALIFORNIA SUR,13
2020-05-30,CAMPECHE,19
2020-05-30,CHIAPAS,70
2020-05-30,CHIHUAHUA,23
2020-05-30,CIUDAD DE MÉXICO,527
2020-05-30,COAHUILA DE ZARAGOZA,37
2020-05-30,COLIMA,6
2020-05-30,DURANGO,38
2020-05-30,GUANAJUATO,97
